EMBR3,2013-05-07,0.041322
ITUB4,2013-12-02,0.007513
SANB4,2020-01-06,1.095584
BBSE3,2015-02-13,0.785018
SANB4,2018-07-05,0.084145
LREN3,2018-04-20,0.121964
VALE3,2011-10-17,0.634329
RADL3,2019-06-27,0.032461
BBDC3,2013-06-04,0.006862
ELET3,2010-05-03,0.347981
UGPA3,2017-03-02,0.435
WEGE3,2017-07-03,0.023303
MULT3,2010-05-03,0.113327
ENGI11,2012-08-10,0.252005
BBDC4,2021-05-04,0.018974
ITSA4,2020-12-01,0.02
BBDC4,2019-08-02,0.015681
BBAS3,2010-03-25,0.201718
BPAC11,2021-01-07,0.155656
COGN3,2019-05-22,0.055537
RENT3,2014-05-02,0.056048
EGIE3,2011-08-11,0.806464
MOVI3,2019-07-01,0.075393
BBDC3,2014-11-04,0.008065
BBDC3,2019-02-04,0.011879
CIEL3,2020-01-31,0.008912
BBAS3,2012-05-11,0.06331
VIVT3,2014-03-11,0.871008
RENT3,2021-03-30,0.084795
BBAS3,2017-03-14,0.072115
EMBR3,2017-03-21,0.04
ITSA4,2016-03-01,0.012315
B3SA3,2020-01-02,0.117948
B3SA3,2019-09-25,0.10587
ECOR3,2010-12-09,0.019754
ENBR3,2019-01-02,0.724125
UGPA3,2010-08-19,0.165
BRML3,2018-11-27,0.083109
ABEV3,2014-01-15,0.153986
VALE3,2017-04-24,0.905572
BBDC4,2010-11-03,0.005677
LREN3,2010-04-23,0.131202
LREN3,2011-06-28,0.025319
ENGI11,2016-08-18,0.114652
ABEV3,2014-04-03,0.059994
ITSA4,2019-06-03,0.02
LREN3,2016-12-16,0.059525
RADL3,2015-12-14,0.026087
KLBN11,2016-08-01,0.117915
BBDC3,2014-12-23,0.253242
EZTC3,2017-05-02,0.901068
BRML3,2014-05-02,0.210383
VIVT3,2014-04-24,0.110683
UGPA3,2020-02-28,0.24
LREN3,2016-09-27,0.057238
BBDC4,2017-07-03,0.118797
ITSA4,2012-09-03,0.009126
ITUB4,2013-08-01,0.007513
ITSA4,2014-03-05,0.010154
CIEL3,2016-09-19,0.225843
VIVT3,2019-03-01,0.388753
LREN3,2017-03-22,0.061296
VALE3,2021-06-24,2.18967
BRML3,2012-04-25,0.100774
FLRY3,2014-11-07,0.319911
TRPL4,2010-05-05,0.126201
KLBN11,2019-12-23,0.189746
LCAM3,2021-03-25,0.087992
ABEV3,2015-01-08,0.96
BBSE3,2014-08-19,0.597661
BBDC4,2010-10-04,0.005677
VIVT3,2019-04-12,1.371012
BRSR6,2018-12-27,0.10999
EZTC3,2017-12-07,2.202774
LAME4,2021-01-05,0.2149
TOTS3,2012-12-26,0.082748
MOVI3,2018-12-21,0.142864
BBSE3,2014-02-17,0.58965
CCRO3,2017-10-20,0.438614
BBDC4,2021-06-02,0.018974
ITUB4,2020-06-01,0.015
RADL3,2020-09-25,0.030314
LCAM3,2018-04-02,0.023345
BBDC4,2013-03-04,0.006897
TOTS3,2017-04-24,0.015021
LCAM3,2015-09-23,0.017104
ELET6,2010-02-01,0.199746
PETR4,2011-08-03,0.2073
MULT3,2012-12-12,0.198554
ITUB4,2018-03-01,0.01
EMBR3,2016-06-21,0.04
CPLE6,2021-04-01,0.578739
CCRO3,2017-04-12,0.19802
TRPL4,2013-12-26,0.324763
CPLE6,2019-04-30,0.037881
RADL3,2018-12-17,0.034007
ELET6,2020-07-30,1.787923
ITUB4,2011-03-01,0.005464
CMIG4,2010-12-17,0.597283
BBAS3,2012-09-12,0.285821
BBDC4,2010-02-11,0.009206
COGN3,2014-05-14,0.060805
VIVT3,2010-04-08,2.31973
UGPA3,2021-03-05,0.44
VIVT3,2016-03-01,0.111072
MRVE3,2021-04-30,0.270585
CMIG4,2010-04-30,0.308829
MRVE3,2019-11-18,0.370142
ITUB4,2019-04-01,0.015
ELET6,2017-05-02,1.79227
WEGE3,2016-12-19,0.030272
MULT3,2016-07-01,0.168277
ITSA4,2020-09-01,0.02
HGTX3,2013-10-18,0.3037
BBDC3,2012-06-28,0.062384
ITUB4,2014-08-14,0.179372
BBAS3,2015-05-22,0.451138
BIDI11,2019-10-01,0.018217
CVCB3,2017-05-02,0.149981
VIVT3,2015-08-03,0.122735
CIEL3,2013-09-16,0.309651
CIEL3,2019-06-28,0.049418
ECOR3,2012-11-13,0.257773
ITUB4,2010-10-01,0.005464
ITSA4,2019-08-16,0.3405
WEGE3,2018-03-26,0.020181
CSAN3,2014-05-02,0.092769
RENT3,2013-04-30,0.007454
SUZB3,2013-05-02,0.08655
TAEE4,2017-05-23,0.172384
LREN3,2021-04-26,0.03894
LAME4,2013-09-09,0.018237
VIVT3,2017-03-02,0.099965
SANB4,2011-12-22,0.107361
SUZB3,2019-04-22,0.4447
TOTS3,2015-03-02,0.255354
RADL3,2020-06-26,0.029708
COGN3,2018-05-18,0.110791
KLBN11,2018-02-07,0.162667
BRSR6,2015-09-10,0.228695
BBDC4,2015-03-03,0.008926
ITUB4,2013-10-01,0.007513
TOTS3,2019-08-13,0.063333
ITUB4,2018-12-03,0.015
B3SA3,2013-04-18,0.067079
BBDC3,2021-07-02,0.017249
FLRY3,2015-06-15,0.020795
CPLE6,2010-08-23,0.027742
MGLU3,2019-10-08,0.018402
HAPV3,2020-04-29,0.003297
ITSA4,2018-08-20,0.2088
BBAS3,2013-03-12,0.264928
EGIE3,2013-11-26,0.300026
TOTS3,2016-12-22,0.082724
LCAM3,2016-06-28,0.029733
CMIG4,2016-01-04,0.132732
TOTS3,2010-03-25,0.105939
